2026-08-05 16:50:08 | WARNING  | DEVICE | Dispositivo não encontrado. Criando novo registro (uuid=3a79cecb-5a10-4920-9fa7-8a050c92399a)
2026-08-06 16:28:23 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:28:24 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:28:24 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:28:24 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:28:24 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:28:24 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:28:24 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:28:24 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:28:25 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:28:25 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:28:25 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=3 temperatura=22.4
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #2: sensor_id=3 temperatura=23.1
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #3: sensor_id=3 temperatura=24.6
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #1: sensor_id=1 umidade=38.5
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #4: sensor_id=3 temperatura=25.0
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | Leitura #5: sensor_id=3 temperatura=24.8
2026-08-06 16:28:25 | DEBUG    | SENSOR_WORKER | 5 Leituras do sensor_id=3 acumuladas, iniciando o envio para nuvem...
2026-08-06 16:28:25 | DEBUG    | MQTT | Publicando em plant_monitor/3/TEMPERATURA (117 bytes)
2026-08-06 16:32:16 | DEBUG    | API_CLIENT | Verificando existência do device na API (uuid=f656cca5-20eb-47f7-9126-281d0bc6b35f)
2026-08-06 16:32:16 | DEBUG    | API_CLIENT | Device encontrado na API
2026-08-06 16:32:16 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:32:17 | INFO     | MQTT | Inicializando conexão com broker MQTT
2026-08-06 16:32:17 | DEBUG    | MQTT | Conectando ao MQTT broker (173.249.6.202:1883)...
2026-08-06 16:32:17 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-08-06 16:32:17 | INFO     | SENSOR_POOL | Iniciando varredura de sensores cadastrados
2026-08-06 16:32:18 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=umidade_solo modelo=YL-69 id=1
2026-08-06 16:32:18 | DEBUG    | SENSOR_POOL | Sensor detectado: tipo=temperatura modelo=LM35DZ id=3
2026-08-06 16:32:18 | INFO     | SENSOR_POOL | Varredura concluída: 2 sensor(es) encontrado(s)
2026-08-06 16:32:18 | INFO     | SENSOR_POOL | Adicionando runner para sensor 1
2026-08-06 16:32:18 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:32:18 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:32:18 | INFO     | SENSOR_POOL | Adicionando runner para sensor 3
2026-08-06 16:32:18 | DEBUG    | SENSOR_WORKER | Worker criado
2026-08-06 16:32:18 | INFO     | SENSOR_WORKER | Worker iniciado
2026-08-06 16:32:18 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=1/5
2026-08-06 16:32:19 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=2/5
2026-08-06 16:32:21 | ERROR    | SENSOR_WORKER | Erro na leitura do sensor: sensor_id=3
2026-08-06 16:32:21 | DEBUG    | API_CLIENT | Enviando erro do sensor (sensor_id=3)
2026-08-06 16:32:21 | WARNING  | API_CLIENT | Erro do sensor reportado (sensor_id=3)
2026-08-06 16:32:23 | WARNING  | SENSOR_WORKER | Sensor não respondeu: sensor_id=3 tentativa=4/5
2026-08-06 16:32:27 | DEBUG    | SENSOR_WORKER | Leitura obtida: sensor_id=3 temperatura=24.3 tentativa=5/5
2026-08-06 16:32:27 | DEBUG    | SENSOR_WORKER | Leitura obtida: sensor_id=3 temperatura=24.3
